h3_10_id,ratio,hex
8a2f5a3418effff,0.70769230769230773,"POLYGON((139.617383514694 35.7078072857997, 139.617423413327 35.7084908681458, 139.616775686533 35.708875315711, 139.616088071842 35.7085761786278, 139.616048186081 35.707892601479, 139.616695902139 35.7075081562162, 139.617383514694 35.7078072857997))"
8a2f5a340b57fff,0.72527472527472525,"POLYGON((139.634984963526 35.7107986262797, 139.635025034048 35.7114822830207, 139.634377228183 35.7118668573682, 139.633689362528 35.7115677726685, 139.633649304884 35.7108841211208, 139.634297100017 35.7104995490796, 139.634984963526 35.7107986262797))"
8a2f5a34cc97fff,0.79116465863453811,"POLYGON((139.603542476165 35.7117781777458, 139.603582243036 35.7124617106451, 139.60293452355 35.7128460368832, 139.602247047933 35.7125468279234, 139.602207293931 35.7118633002249, 139.602855002678 35.7114789762854, 139.603542476165 35.7117781777458))"
8a2f5a3416f7fff,0.78688524590163933,"POLYGON((139.610935756084 35.7236565575692, 139.610975600819 35.7243401369978, 139.610327755755 35.7247244801337, 139.609640076697 35.724425241542, 139.609600244838 35.7237416673129, 139.610248079161 35.7233573264759, 139.610935756084 35.7236565575692))"
8a2f5a363a4ffff,0.78688524590163933,"POLYGON((139.642287927154 35.6753328811444, 139.642328049252 35.676016515712, 139.641680529424 35.6764012679929, 139.640992898219 35.6761023833937, 139.640952788988 35.6754187540162, 139.641600298095 35.6750340040477, 139.642287927154 35.6753328811444))"
8a2f5a3458cffff,0.37142857142857144,"POLYGON((139.63463109277 35.6933229462243, 139.634671150478 35.6940065763688, 139.634023497497 35.6943912076758, 139.633335797534 35.6940922065301, 139.633295752697 35.6934085815784, 139.633943394952 35.6930239525796, 139.63463109277 35.6933229462243))"
8a2f5a36a6d7fff,0.81979695431472077,"POLYGON((139.604400379439 35.7034906710543, 139.604440150186 35.7041741954338, 139.603792500117 35.7045585566999, 139.603105090037 35.7042593912867, 139.603065332156 35.7035758721076, 139.603712971489 35.7031915131413, 139.604400379439 35.7034906710543))"
8a2f5a36bca7fff,0.7068965517241379,"POLYGON((139.59749947854 35.6884954794902, 139.597539174562 35.6891789546673, 139.596891675619 35.6895633134782, 139.596204491388 35.6892641948118, 139.596164808226 35.6885807248359, 139.596812296436 35.6881963683251, 139.59749947854 35.6884954794902))"
8a2f5a345d8ffff,1.4137931034482758,"POLYGON((139.645675986177 35.6987903673223, 139.645716153676 35.6994740493163, 139.645068419947 35.6998587479116, 139.644380529446 35.6995597622027, 139.644340374823 35.698876085399, 139.644988097825 35.698491389114, 139.645675986177 35.6987903673223))"
8a2f5a3452c7fff,1.4137931034482758,"POLYGON((139.622365506416 35.7013134846131, 139.622405449763 35.7019970774477, 139.621757764354 35.7023815859926, 139.621070146329 35.7020824993984, 139.621030215852 35.7013989117597, 139.621677890529 35.7010144055192, 139.622365506416 35.7013134846131))"
8a2f5a34e9b7fff,0.8545454545454545,"POLYGON((139.607537297049 35.7228439540872, 139.607577108471 35.7235275188079, 139.606929280738 35.7239118382677, 139.606241652324 35.7236125907085, 139.606201853776 35.7229290311882, 139.606849670769 35.7225447140266, 139.607537297049 35.7228439540872))"
8a2f5a34c747fff,0.67391304347826086,"POLYGON((139.587521574162 35.7127985804876, 139.587561186625 35.7134820509559, 139.58691350675 35.7138662489822, 139.586226225153 35.7135669742455, 139.586186625555 35.7128835089819, 139.586834294689 35.7124993132501, 139.587521574162 35.7127985804876))"
8a2f5a34e82ffff,0.67391304347826086,"POLYGON((139.60207636547 35.7211335405225, 139.60211612315 35.721817081022, 139.601468326791 35.7222013638229, 139.600780783492 35.7219021038271, 139.600741038685 35.7212185685291, 139.601388824303 35.7208342880253, 139.60207636547 35.7211335405225))"
8a2f5a36e02ffff,0.67391304347826086,"POLYGON((139.627602475369 35.676276593351, 139.627642455949 35.6769601708095, 139.626994972178 35.6773448056008, 139.62630751855 35.6770458606249, 139.626267550833 35.6763622883601, 139.626915023881 35.6759776558775, 139.627602475369 35.676276593351))"
8a2f5a3686d7fff,1.3478260869565217,"POLYGON((139.598476822037 35.6822589463077, 139.598516524187 35.682942416339, 139.597869076447 35.6833268040596, 139.597181937288 35.6830277194479, 139.597142247995 35.6823442546174, 139.597789685005 35.6819598691978, 139.598476822037 35.6822589463077))"
8a2f5a341d97fff,0.69503546099290781,"POLYGON((139.629882571003 35.7152423414633, 139.629922594543 35.7159259842791, 139.62927476544 35.7163105037117, 139.62858692353 35.7160113780239, 139.628546912867 35.7153277404028, 139.629194731236 35.7149432232748, 139.629882571003 35.7152423414633))"
8a2f5a368c2ffff,0.82333333333333336,"POLYGON((139.61316840404 35.6699986638216, 139.613208241693 35.6706821746253, 139.612560855986 35.6710667185167, 139.61187364335 35.6707677492983, 139.611833818554 35.6700842436915, 139.612481193537 35.6696997021061, 139.61316840404 35.6699986638216))"
8a2f5a36221ffff,0.93723849372384938,"POLYGON((139.665956636647 35.6902802310684, 139.665996995778 35.6909639814282, 139.665349275001 35.6913488669049, 139.664661205815 35.6910499997054, 139.664620859562 35.6903662545308, 139.665268569618 35.6899813713704, 139.665956636647 35.6902802310684))"
8a2f5a345817fff,0.64912280701754388,"POLYGON((139.639244783307 35.6919976247626, 139.639284884933 35.6926812713579, 139.638637229564 35.6930659430966, 139.637949483296 35.6927669659305, 139.637909394542 35.6920833245269, 139.638557039184 35.6916986550977, 139.639244783307 35.6919976247626))"
8a2f5a34c72ffff,0.41176470588235292,"POLYGON((139.590191529798 35.7126286750126, 139.590231167992 35.7133121558893, 139.589583481508 35.7136963752826, 139.588896167571 35.713397111504, 139.588856542243 35.7127136358313, 139.589504217985 35.7123294187333, 139.590191529798 35.7126286750126))"
8a2f5a34ed37fff,0.41176470588235292,"POLYGON((139.611782855196 35.7266901247241, 139.611822709748 35.7273737118752, 139.611174835756 35.727758051218, 139.610487117953 35.727458801111, 139.610447276277 35.7267752191594, 139.611095139528 35.7263908821153, 139.611782855196 35.7266901247241))"
8a2f5a341307fff,0.82352941176470584,"POLYGON((139.609610774509 35.7124202613598, 139.609650600421 35.7131038193721, 139.609002857016 35.7134881906525, 139.608315298438 35.7131890016206, 139.608275485397 35.7125054488077, 139.608923218064 35.7121210798273, 139.609610774509 35.7124202613598))"
8a2f5a36a447fff,0.82352941176470584,"POLYGON((139.612171999751 35.6988778158188, 139.612211843199 35.6995613645219, 139.61156420972 35.6999458020508, 139.610876743526 35.6996466885744, 139.610836912945 35.6989631450695, 139.611484535691 35.6985787098428, 139.612171999751 35.6988778158188))"
8a2f5a34539ffff,0.82352941176470584,"POLYGON((139.627706863092 35.7009716142759, 139.627746857925 35.7016552278912, 139.627099159375 35.7020397791785, 139.626411476723 35.7017407145447, 139.626371494762 35.7010571061241, 139.627019182581 35.7006725571425, 139.627706863092 35.7009716142759))"
8a2f5a36316ffff,0.82352941176470584,"POLYGON((139.650540371023 35.6789193157479, 139.650580574873 35.6796029883609, 139.649932999075 35.6799877926255, 139.649245230146 35.679688921963, 139.649205039166 35.6790052545383, 139.649852604245 35.6786204525877, 139.650540371023 35.6789193157479))"
8a2f5a345637fff,0.82352941176470584,"POLYGON((139.631345589948 35.7058850412875, 139.63138562262 35.7065686764717, 139.630737870414 35.7069532392884, 139.630050096269 35.7066541646149, 139.630010076472 35.7059705346248, 139.630657817946 35.705585974114, 139.631345589948 35.7058850412875))"
8a2f5a345c17fff,0.79661016949152541,"POLYGON((139.644340374823 35.698876085399, 139.644380529446 35.6995597622027, 139.643732798992 35.6999444501103, 139.643044924641 35.6996454589043, 139.643004782894 35.6989617872913, 139.643652502621 35.6985771016937, 139.644340374823 35.698876085399))"
8a2f5a34415ffff,0.85483870967741937,"POLYGON((139.656603210703 35.7022063982064, 139.656643485775 35.7028901285834, 139.655995689509 35.7032749005583, 139.655307628898 35.7029759398436, 139.655267366706 35.7022922146545, 139.655915152246 35.7019074449922, 139.656603210703 35.7022063982064))"
8a2f5a34c117fff,0.85483870967741937,"POLYGON((139.595901517881 35.7071199055392, 139.595941208366 35.7078034012589, 139.595293552469 35.7081876839546, 139.594606216825 35.7078884686332, 139.594566539205 35.7072049781159, 139.595214184364 35.7068206977175, 139.595901517881 35.7071199055392))"
8a2f5a345c57fff,0.85483870967741937,"POLYGON((139.64094124919 35.6980648161941, 139.640981370491 35.6987484783018, 139.640333657316 35.6991331425251, 139.639645833568 35.6988341423314, 139.639605725141 35.6981504854152, 139.640253427589 35.6977658235012, 139.64094124919 35.6980648161941))"
8a2f5a340a77fff,0.74712643678160917,"POLYGON((139.633041559945 35.7119523363268, 139.633081612283 35.7126359869909, 139.632433802249 35.713020542266, 139.631745950609 35.7127214445712, 139.631705911148 35.7120377991009, 139.632353710449 35.7116532461316, 139.633041559945 35.7119523363268))"
8a2f5a36bd97fff,0.716295427901524,"POLYGON((139.600168877532 35.688324940329, 139.600208599273 35.6890084259077, 139.599561093736 35.6893928060767, 139.59887387719 35.6890936983662, 139.598834168309 35.6884102179881, 139.599481663114 35.6880258401198, 139.600168877532 35.688324940329))"
8a2f5a340b6ffff,0.42222222222222222,"POLYGON((139.633529136479 35.7088331733333, 139.633569191859 35.7095168214531, 139.632921407459 35.7099013911881, 139.63223357841 35.7096023104972, 139.632193535906 35.7089186675711, 139.632841309575 35.7085341001422, 139.633529136479 35.7088331733333))"
8a2f5a344b47fff,0.42222222222222222,"POLYGON((139.652112958917 35.6942593105749, 139.652153186252 35.6949430116375, 139.651505472516 35.6953277758011, 139.650817542169 35.6950288365895, 139.650777327709 35.6943451407155, 139.651425030721 35.6939603788644, 139.652112958917 35.6942593105749))"
8a2f5a345c2ffff,0.85616438356164382,"POLYGON((139.642884362188 35.6969107793279, 139.642924501667 35.697594447503, 139.642276792667 35.6979791307906, 139.641588954914 35.6976801435933, 139.64154882831 35.6969964806092, 139.642196526584 35.6966117996314, 139.642884362188 35.6969107793279))"
8a2f5a345457fff,0.79004975124378107,"POLYGON((139.636687838231 35.7055429061224, 139.636727922403 35.7062265620795, 139.636080157074 35.7066111676479, 139.635392318302 35.7063121149517, 139.635352247006 35.7056284641873, 139.636000001605 35.7052438609263, 139.636687838231 35.7055429061224))"
8a2f5a344adffff,0.78195488721804507,"POLYGON((139.649803557444 35.7005842121052, 139.649843765846 35.7012679131047, 139.649196004116 35.7016526376981, 139.648508044711 35.7013536589809, 139.648467849187 35.7006699631708, 139.64911560019 35.7002852408885, 139.649803557444 35.7005842121052))"
8a2f5a3639b7fff,0.87179487179487181,"POLYGON((139.661102808652 35.6761800875171, 139.661143113199 35.6768637981703, 139.660495529429 35.6772486939606, 139.659807651831 35.6769498767808, 139.659767360157 35.6762661713134, 139.660414933209 35.6758812778399, 139.661102808652 35.6761800875171))"
8a2f5a36aa57fff,2.8936170212765959,"POLYGON((139.602719116438 35.6861038554946, 139.602758861655 35.6867873480263, 139.602111367694 35.6871717556303, 139.601424139249 35.6868726684011, 139.601384406893 35.6861891810694, 139.602031890122 35.6858047757669, 139.602719116438 35.6861038554946))"
8a2f5a36a6f7fff,0.723404255319149,"POLYGON((139.605008246011 35.7024227761424, 139.605048022067 35.7031063014049, 139.604400379439 35.7034906710543, 139.603712971489 35.7031915131413, 139.6036732083 35.7025079930789, 139.604320840193 35.7021236257295, 139.605008246011 35.7024227761424))"
8a2f5a34c70ffff,0.723404255319149,"POLYGON((139.589583481508 35.7136963752826, 139.58962311439 35.7143798552701, 139.588975420468 35.7147640662748, 139.588288104407 35.714464794997, 139.588248484392 35.7137813202137, 139.588896167571 35.713397111504, 139.589583481508 35.7136963752826))"
8a2f5a36aca7fff,0.63636363636363635,"POLYGON((139.621278566552 35.6941785718986, 139.621318495565 35.6948621501015, 139.620670875413 35.6952466745663, 139.619983336979 35.6949476185232, 139.619943420834 35.6942640455161, 139.620591030256 35.6938795233564, 139.621278566552 35.6941785718986))"
8a2f5a345adffff,0.63636363636363635,"POLYGON((139.626011691011 35.6949046818971, 139.626051666192 35.6955882800037, 139.625404025455 35.6959728388256, 139.624716420265 35.6956737972348, 139.624676457953 35.6949902043231, 139.625324087961 35.6946056478072, 139.626011691011 35.6949046818971))"
8a2f5a36e547fff,0.63636363636363635,"POLYGON((139.632575074628 35.6811035288331, 139.632615105887 35.6817871331028, 139.631967565216 35.6821717901205, 139.63128000401 35.681872840559, 139.631239985616 35.681189241482, 139.631887515564 35.6808045867737, 139.632575074628 35.6811035288331))"
8a2f5a36ab6ffff,0.63636363636363635,"POLYGON((139.6038153127 35.6819175515213, 139.603855066284 35.6826010423525, 139.603207605362 35.6829854727844, 139.602520401587 35.6826864100829, 139.602480660862 35.6820029244513, 139.603128111054 35.6816184963216, 139.6038153127 35.6819175515213))"
8a2f5a3634a7fff,0.63636363636363635,"POLYGON((139.658670535589 35.6917787429446, 139.658710825031 35.6924624665035, 139.658063113126 35.6928472901665, 139.657375122502 35.6925483879563, 139.657334845936 35.6918646695843, 139.657982547118 35.6914798482356, 139.658670535589 35.6917787429446))"
8a2f5a36ada7fff,0.63636363636363635,"POLYGON((139.623829056578 35.6919568172532, 139.623869009069 35.6926404024047, 139.623221400519 35.6930249543086, 139.622533850208 35.692725918755, 139.622493910585 35.6920423387987, 139.623141508406 35.6916577892008, 139.623829056578 35.6919568172532))"
8a2f5a363667fff,0.63636363636363635,"POLYGON((139.645073564503 35.6885352750176, 139.645113720651 35.6892189398043, 139.644466077804 35.6896036687231, 139.643778289533 35.6893047305438, 139.643738146257 35.6886210709473, 139.64438577838 35.6882363443399, 139.645073564503 35.6885352750176))"
8a2f5a363357fff,0.76136363636363635,"POLYGON((139.642649053247 35.6814856337173, 139.642689182148 35.6821692786481, 139.642041607815 35.6825540127541, 139.641353915303 35.6822550996176, 139.641313799271 35.6815714598771, 139.641961362882 35.6811867280828, 139.642649053247 35.6814856337173))"
8a2f5a34ccd7fff,0.88636363636363635,"POLYGON((139.60014495643 35.7109656759239, 139.600184690006 35.7116491941071, 139.599536987854 35.712033496677, 139.598849562866 35.7117342787659, 139.598809842158 35.7110507657843, 139.599457533571 35.7106664655122, 139.60014495643 35.7109656759239))"
8a2f5a36ecc7fff,0.88636363636363635,"POLYGON((139.635125144472 35.6788812179659, 139.635165199202 35.6795648291668, 139.634517670142 35.67994951361, 139.633830097075 35.679650584542, 139.633790055211 35.678966978533, 139.634437573549 35.6785822964001, 139.635125144472 35.6788812179659))"
8a2f5a363b57fff,0.94886363636363635,"POLYGON((139.646900814337 35.6740067217904, 139.646940980337 35.6746903727923, 139.646293458137 35.6750751654876, 139.645605780657 35.6747763048673, 139.645565627525 35.6740926590545, 139.646213139005 35.6737078686729, 139.646900814337 35.6740067217904))"
8a2f5a345ceffff,1.0227272727272727,"POLYGON((139.640333657316 35.6991331425251, 139.640373773314 35.6998168037557, 139.639726052689 35.7002014596011, 139.639038226793 35.6999024519068, 139.63899812367 35.6992187958678, 139.639645833568 35.6988341423314, 139.640333657316 35.6991331425251))"
8a2f5a36aa6ffff,1.2727272727272727,"POLYGON((139.601265214315 35.684138725972, 139.601304944426 35.6848222098546, 139.600657471928 35.6852066128557, 139.599970280049 35.6849075296726, 139.599930562797 35.6842240509901, 139.600578024565 35.6838396502905, 139.601265214315 35.684138725972))"
8a2f5a341577fff,0.92063492063492058,"POLYGON((139.621988754996 35.7178053307074, 139.622028703536 35.718488945772, 139.621380875963 35.7188733949854, 139.620693110587 35.718574226832, 139.620653174923 35.7178906169642, 139.621300991759 35.717506170053, 139.621988754996 35.7178053307074))"
8a2f5a344747fff,0.76642335766423353,"POLYGON((139.652957892165 35.7086172734753, 139.652998135423 35.7093009985816, 139.65235029442 35.7096857202833, 139.651662220886 35.7093867145677, 139.65162199051 35.7087029946504, 139.652269820785 35.7083182752596, 139.652957892165 35.7086172734753))"
8a2f5a36ad07fff,0.7167630057803468,"POLYGON((139.622374096231 35.6899916058173, 139.622414033596 35.6906751823296, 139.621766446504 35.6910597296218, 139.621078932775 35.6907606980957, 139.621039008276 35.6900771267788, 139.621686584639 35.6896925817925, 139.622374096231 35.6899916058173))"
8a2f5a36e90ffff,0.86165048543689315,"POLYGON((139.633796909425 35.6676447246718, 139.633836945276 35.6683283142533, 139.633189517763 35.6687130266786, 139.632502065119 35.668414147211, 139.632462042129 35.6677305628212, 139.633109458922 35.6673458527073, 139.633796909425 35.6676447246718))"
8a2f5a345697fff,0.631578947368421,"POLYGON((139.631585797291 35.7099868695438, 139.631625834489 35.7106705115871, 139.63097804592 35.7110550622508, 139.630290230886 35.7107559685657, 139.630250206564 35.7100723317166, 139.6308979844 35.7096877833584, 139.631585797291 35.7099868695438))"
8a2f5a3452a7fff,0.631578947368421,"POLYGON((139.626371494762 35.7010571061241, 139.626411476723 35.7017407145447, 139.625763781457 35.7021252551461, 139.625076114961 35.7018261850215, 139.625036145872 35.7011425817959, 139.625683830407 35.7007580434999, 139.626371494762 35.7010571061241))"
8a2f5a36adaffff,0.631578947368421,"POLYGON((139.622493910585 35.6920423387987, 139.622533850208 35.692725918755, 139.621886244943 35.6931104599757, 139.621198710785 35.6928114189345, 139.621158784029 35.6921278441737, 139.621806378565 35.6917433052586, 139.622493910585 35.6920423387987))"
8a2f5a3614dffff,0.631578947368421,"POLYGON((139.648115488497 35.6718698066975, 139.648155665095 35.672553459429, 139.64750815779 35.6729382688601, 139.646820484607 35.6726394232453, 139.646780320877 35.6719557757024, 139.647427817463 35.6715709685856, 139.648115488497 35.6718698066975))"
8a2f5a34e827fff,0.631578947368421,"POLYGON((139.603411711724 35.721048496343, 139.603451482277 35.7217320420438, 139.602803682619 35.722116335532, 139.60211612315 35.721817081022, 139.60207636547 35.7211335405225, 139.602724154387 35.7207492493316, 139.603411711724 35.721048496343))"
8a2f5a34149ffff,0.631578947368421,"POLYGON((139.621740392142 35.7250259636002, 139.621780342149 35.7257095880301, 139.621132452565 35.7260940105962, 139.620444623714 35.7257948064309, 139.620404686586 35.725111187198, 139.621052565431 35.7247267669333, 139.621740392142 35.7250259636002))"
8a2f5a341c47fff,0.631578947368421,"POLYGON((139.622356913992 35.7126355854079, 139.622396863323 35.713319194512, 139.621749079567 35.7137036642779, 139.621061357214 35.7134045226368, 139.621021420758 35.7127209187291, 139.621669193779 35.7123364512662, 139.622356913992 35.7126355854079))"
8a2f5a36eadffff,0.79591836734693877,"POLYGON((139.620081045889 35.6736717601191, 139.620120952343 35.6743553038226, 139.619473513877 35.6747398889731, 139.618786179683 35.6744409281129, 139.618746286089 35.6737573896047, 139.61939371383 35.6733728067614, 139.620081045889 35.6736717601191))"
8a2f5a36eccffff,1.0918367346938775,"POLYGON((139.633790055211 35.678966978533, 139.633830097075 35.679650584542, 139.633182571293 35.6800352583036, 139.632495014371 35.6797363237464, 139.632454985373 35.6790527229297, 139.633102500432 35.678668051478, 139.633790055211 35.678966978533))"
8a2f5a34396ffff,1.1051094890510949,"POLYGON((139.625019769257 35.7237873797997, 139.625059750331 35.7244710155132, 139.624411861622 35.7248554678503, 139.623724002576 35.7245562821716, 139.623684034381 35.7238726516544, 139.624331912352 35.7234882016196, 139.625019769257 35.7237873797997))"
8a2f5a3454e7fff,0.64406779661016944,"POLYGON((139.63741577733 35.7065256092801, 139.637455869074 35.7072092695491, 139.636808093014 35.7075938774248, 139.636120235941 35.7072948227242, 139.636080157074 35.7066111676479, 139.636727922403 35.7062265620795, 139.63741577733 35.7065256092801))"
8a2f5a345a67fff,0.62962962962962965,"POLYGON((139.626379476714 35.6897349459132, 139.626419452681 35.69041853801, 139.625771855736 35.6908031173506, 139.625084293551 35.6905041022875, 139.625044330451 35.6898205153851, 139.625691916669 35.6894359383513, 139.626379476714 35.6897349459132))"
8a2f5a36a787fff,0.62962962962962965,"POLYGON((139.609621300984 35.7010990765083, 139.60966112095 35.701782618251, 139.60901347588 35.7021670283332, 139.608326021579 35.7018678943714, 139.608286214481 35.7011843578277, 139.608933848816 35.7007999500468, 139.609621300984 35.7010990765083))"
8a2f5a363167fff,0.62962962962962965,"POLYGON((139.65187572229 35.6788333607785, 139.65191593901 35.6795170385796, 139.651268359942 35.679901853528, 139.650580574873 35.6796029883609, 139.650540371023 35.6789193157479, 139.651187939371 35.6785345031138, 139.65187572229 35.6788333607785))"
8a2f5a34e86ffff,0.62962962962962965,"POLYGON((139.598678498164 35.7203207911107, 139.598718222541 35.7210043168962, 139.598070443522 35.7213885760263, 139.597382950866 35.7210893070746, 139.597343239359 35.7204057864914, 139.597991007637 35.7200215296576, 139.598678498164 35.7203207911107))"
8a2f5a36ed07fff,0.62962962962962965,"POLYGON((139.640225074405 35.6744362463747, 139.64026517607 35.6751198714284, 139.639617670238 35.6755046107155, 139.638930073461 35.6752057226369, 139.638889984663 35.6745221027739, 139.639537479774 35.6741373657988, 139.640225074405 35.6744362463747))"
8a2f5a345317fff,0.62962962962962965,"POLYGON((139.628194558163 35.6978526035045, 139.628234556041 35.6985362145618, 139.627586883115 35.6989207803023, 139.626899223041 35.6986217326791, 139.626859238035 35.6979381268162, 139.627506900231 35.6975535633821, 139.628194558163 35.6978526035045))"
8a2f5a34c4cffff,0.75462962962962965,"POLYGON((139.593826629798 35.7175424342166, 139.593866305765 35.7182259366619, 139.593218565574 35.7186101675322, 139.592531160157 35.7183108936617, 139.592491497058 35.7176273964199, 139.593139226508 35.7172431678451, 139.593826629798 35.7175424342166))"
8a2f5a36a02ffff,0.64111498257839716,"POLYGON((139.609751268577 35.6918286933412, 139.609791084848 35.6925122222057, 139.609143519913 35.6928966649824, 139.608456149438 35.6925975765921, 139.60841634603 35.6919140529262, 139.609063900235 35.691529612452, 139.609751268577 35.6918286933412))"
8a2f5a341b9ffff,1.0090497737556561,"POLYGON((139.614105029595 35.7090458991285, 139.614144897177 35.7097294701951, 139.613497169519 35.7101138880039, 139.612809585016 35.7098147324447, 139.612769730305 35.7091311665764, 139.613417447227 35.7087467510689, 139.614105029595 35.7090458991285))"
8a2f5a34cd47fff,0.6262626262626263,"POLYGON((139.60112240587 35.7047289108733, 139.601162145575 35.705412423968, 139.600514494659 35.7057967554834, 139.599827114776 35.7054975716054, 139.599787387937 35.7048140637119, 139.600435028116 35.7044297344952, 139.60112240587 35.7047289108733))"
8a2f5a36a90ffff,0.84656556645851921,"POLYGON((139.615947664451 35.6831990843144, 139.615987536032 35.6838826253782, 139.615340027324 35.6842671458507, 139.614652657763 35.6839681229543, 139.614612799045 35.6832845870872, 139.615260297025 35.6829000689198, 139.615947664451 35.6831990843144))"
8a2f5a34541ffff,0.92248062015503873,"POLYGON((139.638751417022 35.7064400347281, 139.638791521642 35.7071237001893, 139.638143742303 35.7075083187537, 139.637455869074 35.7072092695491, 139.63741577733 35.7065256092801, 139.638063545939 35.7061409930235, 139.638751417022 35.7064400347281))"
8a2f5a345aa7fff,0.41379310344827586,"POLYGON((139.630625130845 35.6935798037577, 139.630665149941 35.694263418323, 139.630017506801 35.6946480175758, 139.629329855293 35.6943489999558, 139.629289849068 35.6936653905842, 139.62993748148 35.6932807936388, 139.630625130845 35.6935798037577))"
8a2f5a340a6ffff,0.82758620689655171,"POLYGON((139.63097804592 35.7110550622508, 139.631018077811 35.7117387034107, 139.630370281792 35.7121232456912, 139.629682464615 35.7118241445065, 139.6296424456 35.711140508541, 139.630290230886 35.7107559685657, 139.63097804592 35.7110550622508))"
8a2f5a3616c7fff,0.82758620689655171,"POLYGON((139.63937710791 35.6714028898002, 139.639417199743 35.67208650707, 139.638769722797 35.6724712501016, 139.638082164738 35.6721723735511, 139.638042085769 35.6714887614719, 139.638689551995 35.6711040207526, 139.63937710791 35.6714028898002))"
8a2f5a3440c7fff,0.91420118343195267,"POLYGON((139.655508951238 35.706394582954, 139.655549217983 35.7070783150077, 139.654901388621 35.7074630641598, 139.654213303243 35.7071640789463, 139.654173049379 35.7064803520809, 139.654820868014 35.7060956052406, 139.655508951238 35.706394582954))"
8a2f5a345d4ffff,0.54761904761904767,"POLYGON((139.641428453034 35.6949454985355, 139.64146857737 35.6956291580801, 139.640820889823 35.6960138367481, 139.640133088666 35.6957148535616, 139.640092977203 35.6950311992083, 139.640740654024 35.6946465228501, 139.641428453034 35.6949454985355))"
8a2f5a340a0ffff,1.0952380952380953,"POLYGON((139.633769480082 35.7129350791903, 139.633809539992 35.7136187341641, 139.633161719224 35.7140032917448, 139.632473849281 35.713704192046, 139.632433802249 35.713020542266, 139.633081612283 35.7126359869909, 139.633769480082 35.7129350791903))"
8a2f5a36a34ffff,1.0952380952380953,"POLYGON((139.598953297196 35.6904606625683, 139.598993008321 35.691144146392, 139.598345487912 35.691528509803, 139.597658267111 35.6912293870902, 139.597618568847 35.6905459084675, 139.598266078523 35.6901615473567, 139.598953297196 35.6904606625683))"
8a2f5a36bc8ffff,0.57692307692307687,"POLYGON((139.595556995743 35.6896485429439, 139.595596673596 35.6903320120419, 139.594949170517 35.6907163517947, 139.594262000318 35.69041722015, 139.594222335324 35.6897337562537, 139.59486982767 35.6893494188003, 139.595556995743 35.6896485429439))"
8a2f5a36a6a7fff,0.57692307692307687,"POLYGON((139.607678379802 35.7022522937703, 139.607718181592 35.7029358294319, 139.607070532374 35.7033202204481, 139.606383092102 35.703021073502, 139.606343303179 35.7023375430397, 139.606990941662 35.7019531543242, 139.607678379802 35.7022522937703))"
8a2f5a341987fff,0.70192307692307687,"POLYGON((139.624060449492 35.7073804647685, 139.624100412487 35.7080640730968, 139.623452669255 35.7084485740949, 139.622764973761 35.7081494644606, 139.622725023639 35.7074658613281, 139.623372756138 35.707081362634, 139.624060449492 35.7073804647685))"
8a2f5a34129ffff,1.0288461538461537,"POLYGON((139.607298444274 35.718742589692, 139.607338251194 35.7194261475749, 139.606690459831 35.7198104792169, 139.606002872287 35.7195112506774, 139.60596307824 35.7188276979948, 139.606610858863 35.7184433686514, 139.607298444274 35.718742589692))"
8a2f5a341177fff,1.1538461538461537,"POLYGON((139.616895368762 35.7109260635258, 139.616935264342 35.7116096484159, 139.616287511923 35.7119940815146, 139.615599874659 35.7116949274213, 139.615559991952 35.7110113477288, 139.616207733635 35.710626916932, 139.616895368762 35.7109260635258))"
8a2f5a341847fff,0.688622754491018,"POLYGON((139.617263823307 35.7057565456223, 139.617303719684 35.7064401245378, 139.61665601107 35.7068245781838, 139.615968416813 35.7065254506118, 139.615928533306 35.7058418768937, 139.616576231186 35.7054574255503, 139.617263823307 35.7057565456223))"
8a2f5a363277fff,0.19148936170212766,"POLYGON((139.640706344244 35.6826398230404, 139.640746454975 35.6833234619112, 139.640098876469 35.6837081769622, 139.639411197955 35.6834092508311, 139.639371100093 35.6827256171511, 139.640018667876 35.6823409044113, 139.640706344244 35.6826398230404))"
8a2f5a36340ffff,0.74309392265193375,"POLYGON((139.65587838918 35.689899447369, 139.655918650593 35.69058315711, 139.655270963401 35.6909679654573, 139.654583025518 35.6906690617497, 139.654542776981 35.6899853571962, 139.655190453451 35.6896005511628, 139.65587838918 35.689899447369))"
8a2f5a3442c7fff,1.2323232323232323,"POLYGON((139.646158046129 35.7069946268177, 139.646198222712 35.7076783225463, 139.645550416259 35.7080629968657, 139.644862443952 35.707763973147, 139.644822280247 35.707080282609, 139.645470075971 35.7066956105991, 139.646158046129 35.7069946268177))"
8a2f5a345d27fff,0.61403508771929827,"POLYGON((139.646770550603 35.6946025340257, 139.646810726436 35.6952862143318, 139.646163025789 35.6956709357463, 139.645475160034 35.6953719745435, 139.645434997076 35.6946882994273, 139.646082686998 35.6943035803239, 139.646770550603 35.6946025340257))"
8a2f5a368797fff,0.85436893203883491,"POLYGON((139.604423007296 35.6808496210091, 139.604462766186 35.6815331127137, 139.6038153127 35.6819175515213, 139.603128111054 35.6816184963216, 139.603088365023 35.6809350098163, 139.603735807779 35.6805505733113, 139.604423007296 35.6808496210091))"
